pid,top,bot,sand,bd,pH,soc
MW_lrep_MW271,150,160,NA,NA,NA,NA
MW_lrep_MW272,0,15,NA,NA,NA,NA
MW_lrep_MW272,15,60,NA,NA,NA,NA
MW_lrep_MW272,60,100,NA,NA,NA,NA
MW_lrep_MW273,0,40,84,NA,6.6,8.7
MW_lrep_MW273,40,70,86,NA,6.6,NA
MW_lrep_MW273,70,130,86,NA,6.9,NA
MW_lrep_MW273,130,140,84,NA,7.5,NA
MW_lrep_MW274,0,20,NA,NA,NA,NA
MW_lrep_MW274,20,80,NA,NA,NA,NA
MW_lrep_MW274,80,100,NA,NA,NA,NA
MW_lrep_MW275,0,15,NA,NA,NA,NA
MW_lrep_MW275,15,50,NA,NA,NA,NA
MW_lrep_MW275,50,60,NA,NA,NA,NA
MW_lrep_MW276,0,10,78,NA,7.7,9.8
MW_lrep_MW276,10,30,68,NA,7.6,6.4
MW_lrep_MW276,30,150,66,NA,8.4,NA
MW_lrep_MW277,0,20,84,NA,6,11.3
MW_lrep_MW277,20,60,81,NA,7.1,NA
MW_lrep_MW277,60,70,NA,NA,NA,NA
MW_lrep_MW278,0,5,NA,NA,NA,NA
MW_lrep_MW278,5,60,NA,NA,NA,NA
MW_lrep_MW278,60,150,NA,NA,NA,NA
MW_lrep_MW279,0,20,88,NA,6.5,8.4
MW_lrep_MW279,20,60,88,NA,6.7,3
MW_lrep_MW279,60,70,NA,NA,NA,NA
MW_lrep_MW28,0,40,86,NA,6.5,9.8
MW_lrep_MW28,40,70,78,NA,6.9,4.2
MW_lrep_MW28,70,100,78,NA,6.9,NA
MW_lrep_MW280,0,40,NA,NA,NA,NA
MW_lrep_MW280,40,50,NA,NA,NA,NA
MW_lrep_MW281,0,10,84,NA,NA,12.6
MW_lrep_MW281,10,28,90,NA,6.8,4.7
MW_lrep_MW281,28,53,86,NA,6.5,4.4
MW_lrep_MW281,53,72,86,NA,6.7,NA
MW_lrep_MW281,72,130,80,NA,6.8,NA
MW_lrep_MW282,0,20,86,NA,6.7,5
MW_lrep_MW282,20,45,88,NA,6.5,2.5
MW_lrep_MW282,45,85,86,NA,6.3,NA
MW_lrep_MW282,85,130,84,NA,6.9,NA
MW_lrep_MW283,0,20,NA,NA,NA,NA
MW_lrep_MW283,20,120,NA,NA,NA,NA
MW_lrep_MW284,0,15,NA,NA,NA,NA
MW_lrep_MW284,15,45,NA,NA,NA,NA
MW_lrep_MW284,45,55,NA,NA,NA,NA
MW_lrep_MW285,0,30,NA,NA,NA,NA
MW_lrep_MW285,30,120,NA,NA,NA,NA
MW_lrep_MW286,0,30,NA,NA,NA,NA
MW_lrep_MW286,30,40,NA,NA,NA,NA
MW_lrep_MW287,0,30,NA,NA,NA,NA
MW_lrep_MW287,30,75,NA,NA,NA,NA
MW_lrep_MW287,75,105,NA,NA,NA,NA
MW_lrep_MW288,0,20,NA,NA,NA,NA
MW_lrep_MW288,20,50,NA,NA,NA,NA
MW_lrep_MW288,50,60,NA,NA,NA,NA
MW_lrep_MW289,0,30,NA,NA,NA,NA
MW_lrep_MW289,30,50,NA,NA,NA,NA
MW_lrep_MW289,50,105,NA,NA,NA,NA
MW_lrep_MW29,0,35,82,NA,6.5,13.7
MW_lrep_MW29,35,80,82,NA,7.4,3.1
MW_lrep_MW29,80,100,NA,NA,NA,NA
MW_lrep_MW29,100,150,NA,NA,NA,NA
MW_lrep_MW290,0,15,74,NA,7.3,10.8
MW_lrep_MW290,15,35,36,NA,8.3,6.4
MW_lrep_MW290,35,55,72,NA,8.2,4.2
MW_lrep_MW290,55,85,72,NA,8.3,NA
MW_lrep_MW290,85,130,84,NA,8.4,NA
MW_lrep_MW291,0,20,NA,NA,NA,NA
MW_lrep_MW291,20,50,NA,NA,NA,NA
MW_lrep_MW291,50,70,NA,NA,NA,NA
MW_lrep_MW291,70,90,NA,NA,NA,NA
MW_lrep_MW292,0,30,NA,NA,NA,NA
MW_lrep_MW292,30,50,NA,NA,NA,NA
MW_lrep_MW292,50,70,NA,NA,NA,NA
MW_lrep_Mw293,0,40,NA,NA,NA,NA
MW_lrep_Mw293,40,70,NA,NA,NA,NA
MW_lrep_Mw293,70,120,NA,NA,NA,NA
MW_lrep_MW294,0,20,NA,NA,NA,NA
MW_lrep_MW294,20,40,NA,NA,NA,NA
MW_lrep_MW294,40,60,NA,NA,NA,NA
MW_lrep_MW294,60,70,NA,NA,NA,NA
MW_lrep_MW295,0,30,NA,NA,NA,NA
MW_lrep_MW295,30,60,NA,NA,NA,NA
MW_lrep_MW295,60,120,NA,NA,NA,NA
MW_lrep_Mw296,0,30,NA,NA,NA,NA
MW_lrep_Mw296,30,45,NA,NA,NA,NA
MW_lrep_Mw296,45,80,NA,NA,NA,NA
MW_lrep_Mw296,80,120,NA,NA,NA,NA
MW_lrep_Mw297,0,45,NA,NA,NA,NA
MW_lrep_Mw297,45,70,NA,NA,NA,NA
MW_lrep_Mw297,70,120,NA,NA,NA,NA
MW_lrep_Mw298,0,20,NA,NA,NA,NA
MW_lrep_Mw298,20,45,NA,NA,NA,NA
MW_lrep_Mw298,45,75,NA,NA,NA,NA
MW_lrep_Mw298,75,120,NA,NA,NA,NA
MW_lrep_MW299,0,30,NA,NA,NA,NA
MW_lrep_MW299,30,66,NA,NA,NA,NA
MW_lrep_MW299,66,135,NA,NA,NA,NA
MW_lrep_MW3,0,15,NA,NA,NA,NA
MW_lrep_MW3,15,25,NA,NA,NA,NA
MW_lrep_MW3,25,200,NA,NA,NA,NA
MW_lrep_MW30,0,15,NA,NA,NA,NA
MW_lrep_MW30,15,50,NA,NA,NA,NA
MW_lrep_MW30,50,60,NA,NA,NA,NA
MW_lrep_MW300,0,12,87,NA,6.3,3.4
MW_lrep_MW300,12,45,86,NA,6.8,5.3
MW_lrep_MW300,45,70,78,NA,6.5,NA
MW_lrep_MW300,70,120,74,NA,6.7,NA
MW_lrep_MW301,0,30,NA,NA,NA,NA
MW_lrep_MW301,30,50,NA,NA,NA,NA
MW_lrep_MW301,50,80,NA,NA,NA,NA
MW_lrep_MW301,80,104,NA,NA,NA,NA
MW_lrep_MW302,0,30,NA,NA,NA,NA
MW_lrep_MW302,30,70,NA,NA,NA,NA
MW_lrep_MW302,70,125,NA,NA,NA,NA
MW_lrep_MW303,0,20,NA,NA,NA,NA
MW_lrep_MW303,20,46,NA,NA,NA,NA
MW_lrep_MW303,46,60,NA,NA,NA,NA
MW_lrep_MW304,0,15,NA,NA,NA,NA
MW_lrep_MW304,15,60,NA,NA,NA,NA
MW_lrep_MW305,0,15,NA,NA,NA,NA
MW_lrep_MW305,15,28,NA,NA,NA,NA
MW_lrep_MW305,28,38,NA,NA,NA,NA
MW_lrep_MW306,0,11,NA,NA,NA,NA
MW_lrep_MW306,11,51,NA,NA,NA,NA
MW_lrep_MW306,51,120,NA,NA,NA,NA
MW_lrep_MW307,0,20,NA,NA,NA,NA
MW_lrep_MW307,20,60,NA,NA,NA,NA
MW_lrep_MW308,0,30,NA,NA,NA,NA
MW_lrep_MW308,30,70,NA,NA,NA,NA
MW_lrep_MW308,70,130,NA,NA,NA,NA
MW_lrep_MW309,0,27,NA,NA,NA,NA
MW_lrep_MW309,27,71,NA,NA,NA,NA
MW_lrep_MW309,71,99,NA,NA,NA,NA
MW_lrep_MW31,0,30,87,NA,7.1,6.2
MW_lrep_MW31,30,60,84,NA,7.6,2.8
MW_lrep_MW31,60,120,84,NA,6.9,NA
MW_lrep_MW310,0,20,NA,NA,NA,NA
MW_lrep_MW310,20,40,NA,NA,NA,NA
MW_lrep_MW310,40,85,NA,NA,NA,NA
MW_lrep_MW310,85,120,NA,NA,NA,NA
MW_lrep_MW311,0,10,NA,NA,NA,NA
MW_lrep_MW311,10,20,NA,NA,NA,NA
MW_lrep_MW312,0,8,85,NA,7.1,13.4
MW_lrep_MW312,8,28,72,NA,7.5,4.7
MW_lrep_MW312,28,60,82,NA,6.8,1.9
MW_lrep_MW312,60,70,NA,NA,NA,NA
MW_lrep_MW313,0,14,NA,NA,NA,NA
MW_lrep_MW313,14,33,NA,NA,NA,NA
MW_lrep_MW313,33,60,NA,NA,NA,NA
MW_lrep_MW313,60,90,NA,NA,NA,NA
MW_lrep_MW313,90,120,NA,NA,NA,NA
MW_lrep_MW314,0,15,NA,NA,NA,NA
MW_lrep_MW314,15,30,NA,NA,NA,NA
MW_lrep_MW314,30,75,NA,NA,NA,NA
MW_lrep_MW314,75,105,NA,NA,NA,NA
MW_lrep_MW315,0,15,NA,NA,NA,NA
MW_lrep_MW315,15,45,NA,NA,NA,NA
MW_lrep_MW315,45,60,NA,NA,NA,NA
MW_lrep_MW315,60,75,NA,NA,NA,NA
MW_lrep_MW315,75,85,NA,NA,NA,NA
MW_lrep_MW316,0,15,NA,NA,NA,NA
MW_lrep_MW316,15,45,NA,NA,NA,NA
MW_lrep_MW316,45,75,NA,NA,NA,NA
MW_lrep_MW317,0,30,NA,NA,NA,NA
MW_lrep_MW317,30,60,NA,NA,NA,NA
MW_lrep_MW317,60,105,NA,NA,NA,NA
MW_lrep_MW318,0,30,NA,NA,NA,NA
MW_lrep_MW318,30,45,NA,NA,NA,NA
MW_lrep_MW318,45,60,NA,NA,NA,NA
MW_lrep_MW319,0,30,NA,NA,NA,NA
MW_lrep_MW319,30,45,NA,NA,NA,NA
MW_lrep_MW319,45,60,NA,NA,NA,NA
MW_lrep_MW319,60,70,NA,NA,NA,NA
MW_lrep_MW32,0,15,NA,NA,NA,NA
MW_lrep_MW32,15,43,NA,NA,NA,NA
MW_lrep_MW32,45,55,NA,NA,NA,NA
MW_lrep_MW320,0,30,NA,NA,NA,NA
MW_lrep_MW320,30,45,NA,NA,NA,NA
MW_lrep_MW320,45,60,NA,NA,NA,NA
MW_lrep_MW320,60,70,NA,NA,NA,NA
MW_lrep_MW321,0,15,NA,NA,NA,NA
MW_lrep_MW321,15,25,NA,NA,NA,NA
MW_lrep_MW322,0,30,NA,NA,NA,NA
MW_lrep_MW322,30,45,NA,NA,NA,NA
MW_lrep_MW322,45,60,NA,NA,NA,NA
MW_lrep_MW323,0,30,NA,NA,NA,NA
MW_lrep_MW323,30,40,NA,NA,NA,NA
MW_lrep_MW324,0,30,NA,NA,NA,NA
MW_lrep_MW324,30,45,NA,NA,NA,NA
MW_lrep_MW324,45,60,NA,NA,NA,NA
MW_lrep_MW324,60,70,NA,NA,NA,NA
MW_lrep_MW325,0,15,NA,NA,NA,NA
MW_lrep_MW325,15,45,NA,NA,NA,NA
MW_lrep_MW325,45,60,NA,NA,NA,NA
MW_lrep_MW326,0,15,NA,NA,NA,NA
MW_lrep_MW326,15,30,NA,NA,NA,NA
MW_lrep_MW326,30,45,NA,NA,NA,NA
MW_lrep_MW327,0,15,NA,NA,NA,NA
MW_lrep_MW327,15,45,NA,NA,NA,NA
MW_lrep_MW327,45,60,NA,NA,NA,NA
MW_lrep_MW327,60,105,NA,NA,NA,NA
MW_lrep_MW328,0,15,NA,NA,NA,NA
MW_lrep_MW328,15,45,NA,NA,NA,NA
MW_lrep_MW328,45,60,NA,NA,NA,NA
MW_lrep_MW328,60,105,NA,NA,NA,NA
MW_lrep_MW329,0,15,NA,NA,NA,NA
MW_lrep_MW329,15,45,NA,NA,NA,NA
MW_lrep_MW329,45,60,NA,NA,NA,NA
MW_lrep_MW33,0,20,84,NA,6.9,9
MW_lrep_MW33,20,30,60,NA,7.5,3.9
MW_lrep_MW33,30,80,NA,NA,NA,NA
MW_lrep_MW33,80,100,66,NA,7,2.5
MW_lrep_MW330,0,15,NA,NA,NA,NA
MW_lrep_MW330,15,45,NA,NA,NA,NA
MW_lrep_MW330,45,60,NA,NA,NA,NA
MW_lrep_MW331,0,15,NA,NA,NA,NA
MW_lrep_MW331,15,45,NA,NA,NA,NA
MW_lrep_MW331,45,60,NA,NA,NA,NA
MW_lrep_MW332,0,15,NA,NA,NA,NA
MW_lrep_MW332,15,45,NA,NA,NA,NA
MW_lrep_MW333,0,15,NA,NA,NA,NA
MW_lrep_MW333,15,45,NA,NA,NA,NA
MW_lrep_MW333,45,60,NA,NA,NA,NA
MW_lrep_MW333,60,75,NA,NA,NA,NA
MW_lrep_MW334,0,15,NA,NA,NA,NA
MW_lrep_MW334,15,45,NA,NA,NA,NA
MW_lrep_MW334,45,60,NA,NA,NA,NA
MW_lrep_MW334,60,75,NA,NA,NA,NA
MW_lrep_MW334,75,85,NA,NA,NA,NA
MW_lrep_MW335,0,15,NA,NA,NA,NA
MW_lrep_MW335,15,45,NA,NA,NA,NA
MW_lrep_MW335,45,60,NA,NA,NA,NA
MW_lrep_MW336,0,15,NA,NA,NA,NA
MW_lrep_MW336,15,45,NA,NA,NA,NA
MW_lrep_MW336,45,60,NA,NA,NA,NA
MW_lrep_MW337,0,15,NA,NA,NA,NA
MW_lrep_MW337,15,45,NA,NA,NA,NA
MW_lrep_MW337,45,60,NA,NA,NA,NA
MW_lrep_MW338,0,15,NA,NA,NA,NA
MW_lrep_MW338,15,45,NA,NA,NA,NA
MW_lrep_MW338,45,105,NA,NA,NA,NA
MW_lrep_MW34,0,15,NA,NA,NA,NA
MW_lrep_MW34,15,40,NA,NA,NA,NA
MW_lrep_MW34,40,100,NA,NA,NA,NA
MW_lrep_MW340,0,30,NA,NA,NA,NA
MW_lrep_MW340,30,75,NA,NA,NA,NA
MW_lrep_MW340,75,120,NA,NA,NA,NA
MW_lrep_MW341,0,30,NA,NA,NA,NA
MW_lrep_MW341,30,90,NA,NA,NA,NA
MW_lrep_MW341,90,105,NA,NA,NA,NA
MW_lrep_MW342,0,45,NA,NA,NA,NA
MW_lrep_MW342,45,75,NA,NA,NA,NA
MW_lrep_MW342,75,120,NA,NA,NA,NA
MW_lrep_MW343,0,30,NA,NA,NA,NA
MW_lrep_MW343,30,60,NA,NA,NA,NA
MW_lrep_MW343,60,105,NA,NA,NA,NA
MW_lrep_MW343,105,115,NA,NA,NA,NA
MW_lrep_MW344,0,30,NA,NA,NA,NA
MW_lrep_MW344,30,75,NA,NA,NA,NA
MW_lrep_MW344,75,120,NA,NA,NA,NA
MW_lrep_MW345,0,45,NA,NA,NA,NA
MW_lrep_MW345,45,60,NA,NA,NA,NA
MW_lrep_MW345,60,70,NA,NA,NA,NA
MW_lrep_MW346,0,30,NA,NA,NA,NA
MW_lrep_MW346,30,60,NA,NA,NA,NA
MW_lrep_MW346,60,70,NA,NA,NA,NA
MW_lrep_MW347,0,45,NA,NA,NA,NA
MW_lrep_MW347,45,90,NA,NA,NA,NA
MW_lrep_MW347,90,105,NA,NA,NA,NA
MW_lrep_MW347,105,115,NA,NA,NA,NA
MW_lrep_MW348,0,30,NA,NA,NA,NA
MW_lrep_MW348,30,105,NA,NA,NA,NA
MW_lrep_MW348,105,120,NA,NA,NA,NA
MW_lrep_MW349,0,30,NA,NA,NA,NA
MW_lrep_MW349,30,60,NA,NA,NA,NA
MW_lrep_MW349,60,90,NA,NA,NA,NA
MW_lrep_MW349,90,100,NA,NA,NA,NA
MW_lrep_MW35,0,10,NA,NA,NA,NA
MW_lrep_MW35,10,25,NA,NA,NA,NA
MW_lrep_MW35,25,40,NA,NA,NA,NA
MW_lrep_MW35,40,50,NA,NA,NA,NA
MW_lrep_MW350,0,15,NA,NA,NA,NA
MW_lrep_MW350,15,45,NA,NA,NA,NA
MW_lrep_MW350,45,90,NA,NA,NA,NA
MW_lrep_MW350,90,120,NA,NA,NA,NA
MW_lrep_MW351,0,30,NA,NA,NA,NA
MW_lrep_MW351,30,90,NA,NA,NA,NA
MW_lrep_MW351,90,120,NA,NA,NA,NA
MW_lrep_MW352,0,30,NA,NA,NA,NA
MW_lrep_MW352,30,60,NA,NA,NA,NA
MW_lrep_MW352,60,120,NA,NA,NA,NA
MW_lrep_MW353,0,45,NA,NA,NA,NA
MW_lrep_MW353,45,120,NA,NA,NA,NA
MW_lrep_MW354,0,30,NA,NA,NA,NA
MW_lrep_MW354,30,60,NA,NA,NA,NA
MW_lrep_MW354,60,70,NA,NA,NA,NA
MW_lrep_MW355,0,15,NA,NA,NA,NA
MW_lrep_MW355,15,45,NA,NA,NA,NA
MW_lrep_MW355,45,120,NA,NA,NA,NA
MW_lrep_MW356,0,30,NA,NA,NA,NA
MW_lrep_MW356,30,75,NA,NA,NA,NA
MW_lrep_MW356,75,105,NA,NA,NA,NA
MW_lrep_MW357,0,45,NA,NA,NA,NA
MW_lrep_MW357,45,60,NA,NA,NA,NA
MW_lrep_MW357,60,105,NA,NA,NA,NA
MW_lrep_MW358,0,15,NA,NA,NA,NA
MW_lrep_MW358,15,45,NA,NA,NA,NA
MW_lrep_MW358,45,105,NA,NA,NA,NA
MW_lrep_MW359,0,15,NA,NA,NA,NA
MW_lrep_MW359,15,60,NA,NA,NA,NA
MW_lrep_MW36,0,20,NA,NA,NA,NA
MW_lrep_MW360,0,30,NA,NA,NA,NA
MW_lrep_MW360,30,45,NA,NA,NA,NA
MW_lrep_MW360,45,105,NA,NA,NA,NA
MW_lrep_MW361,0,15,NA,NA,NA,NA
MW_lrep_MW361,15,30,NA,NA,NA,NA
MW_lrep_MW361,30,90,NA,NA,NA,NA
MW_lrep_MW361,90,105,NA,NA,NA,NA
MW_lrep_MW362,0,15,NA,NA,NA,NA
MW_lrep_MW362,15,30,NA,NA,NA,NA
MW_lrep_MW362,30,105,NA,NA,NA,NA
MW_lrep_MW363,0,15,NA,NA,NA,NA
MW_lrep_MW363,15,30,NA,NA,NA,NA
MW_lrep_MW363,30,45,NA,NA,NA,NA
MW_lrep_MW364,0,15,NA,NA,NA,NA
MW_lrep_MW364,15,45,NA,NA,NA,NA
MW_lrep_MW364,45,75,NA,NA,NA,NA
MW_lrep_MW364,75,90,NA,NA,NA,NA
MW_lrep_MW365,0,30,NA,NA,NA,NA
MW_lrep_MW365,30,75,NA,NA,NA,NA
MW_lrep_MW366,0,30,NA,NA,NA,NA
MW_lrep_MW366,30,75,NA,NA,NA,NA
MW_lrep_MW366,75,105,NA,NA,NA,NA
MW_lrep_MW367,0,30,NA,NA,NA,NA
MW_lrep_MW367,30,60,NA,NA,NA,NA
MW_lrep_MW368,0,15,NA,NA,NA,NA
MW_lrep_MW368,15,45,NA,NA,NA,NA
MW_lrep_MW368,45,55,NA,NA,NA,NA
MW_lrep_MW37,0,10,NA,NA,NA,NA
MW_lrep_MW37,10,30,NA,NA,NA,NA
MW_lrep_MW38,0,20,NA,NA,NA,NA
MW_lrep_MW38,20,60,NA,NA,NA,NA
MW_lrep_MW38,60,100,NA,NA,NA,NA
MW_lrep_MW38,100,150,NA,NA,NA,NA
MW_lrep_MW39,0,15,NA,NA,NA,NA
MW_lrep_MW39,15,25,NA,NA,NA,NA
MW_lrep_MW39,25,90,NA,NA,NA,NA
MW_lrep_MW4,0,20,NA,NA,NA,NA
MW_lrep_MW4,20,50,NA,NA,NA,NA
MW_lrep_MW4,50,70,NA,NA,NA,NA
MW_lrep_MW4,70,100,NA,NA,NA,NA
MW_lrep_MW40,0,10,NA,NA,NA,NA
MW_lrep_MW40,10,20,NA,NA,NA,NA
MW_lrep_MW40,20,60,NA,NA,NA,NA
MW_lrep_MW400,0,10,NA,NA,NA,NA
MW_lrep_MW400,10,35,NA,NA,NA,NA
MW_lrep_MW400,35,80,NA,NA,NA,NA
MW_lrep_MW400,80,90,NA,NA,NA,NA
MW_lrep_MW401,0,20,NA,NA,NA,NA
MW_lrep_MW401,20,40,NA,NA,NA,NA
MW_lrep_MW401,40,50,NA,NA,NA,NA
MW_lrep_MW402,0,30,NA,NA,NA,NA
MW_lrep_MW402,30,45,NA,NA,NA,NA
MW_lrep_MW402,45,60,NA,NA,NA,NA
MW_lrep_MW402,60,90,NA,NA,NA,NA
MW_lrep_MW403,0,15,NA,NA,NA,NA
MW_lrep_MW403,15,40,NA,NA,NA,NA
MW_lrep_MW404,0,10,85,NA,5.2,7.2
MW_lrep_MW404,10,30,82,NA,5.2,2.9
MW_lrep_MW404,30,80,73,NA,5.2,1.2
MW_lrep_MW404,80,100,66,NA,5,NA
MW_lrep_MW404,100,135,NA,NA,NA,NA
MW_lrep_MW405,0,10,NA,NA,NA,NA
MW_lrep_MW405,10,40,NA,NA,NA,NA
MW_lrep_MW405,40,80,NA,NA,NA,NA
MW_lrep_MW405,80,130,NA,NA,NA,NA
MW_lrep_MW406,0,30,NA,NA,NA,NA
MW_lrep_MW406,30,60,NA,NA,NA,NA
MW_lrep_MW406,60,120,NA,NA,NA,NA
MW_lrep_MW406,120,150,NA,NA,NA,NA
MW_lrep_MW407,0,20,NA,NA,NA,NA
MW_lrep_MW407,20,70,NA,NA,NA,NA
MW_lrep_MW407,70,120,NA,NA,NA,NA
MW_lrep_MW408,0,5,NA,NA,NA,NA
MW_lrep_MW408,5,35,NA,NA,NA,NA
MW_lrep_MW408,35,90,NA,NA,NA,NA
MW_lrep_MW408,90,140,NA,NA,NA,NA
MW_lrep_MW409,0,5,NA,NA,NA,NA
MW_lrep_MW409,5,20,NA,NA,NA,NA
MW_lrep_MW409,20,90,NA,NA,NA,NA
MW_lrep_MW409,90,120,NA,NA,NA,NA
MW_lrep_MW41,0,15,NA,NA,NA,NA
MW_lrep_MW41,15,50,NA,NA,NA,NA
MW_lrep_MW41,50,65,NA,NA,NA,NA
MW_lrep_MW41,65,130,NA,NA,NA,NA
MW_lrep_MW410,0,15,NA,NA,NA,NA
MW_lrep_MW410,15,30,NA,NA,NA,NA
MW_lrep_MW410,30,60,NA,NA,NA,NA
MW_lrep_MW410,60,75,NA,NA,NA,NA
MW_lrep_MW411,0,15,NA,NA,NA,NA
MW_lrep_MW411,15,95,NA,NA,NA,NA
MW_lrep_MW411,95,110,NA,NA,NA,NA
MW_lrep_MW412,0,15,NA,NA,NA,NA
MW_lrep_MW412,15,35,NA,NA,NA,NA
MW_lrep_MW412,35,55,NA,NA,NA,NA
MW_lrep_MW413,0,20,NA,NA,NA,NA
MW_lrep_MW413,20,60,NA,NA,NA,NA
MW_lrep_MW413,60,120,NA,NA,NA,NA
MW_lrep_MW414,0,15,NA,NA,NA,NA
MW_lrep_MW414,15,80,NA,NA,NA,NA
MW_lrep_MW414,80,120,NA,NA,NA,NA
MW_lrep_MW415,0,5,87,NA,5,4
MW_lrep_MW415,5,20,87,NA,5,4
MW_lrep_MW415,20,40,77,NA,4.9,4.2
MW_lrep_MW415,40,65,62,NA,4.7,2.3
MW_lrep_MW415,65,140,45,NA,5,NA
MW_lrep_MW416,0,30,81,NA,5.3,5.7
MW_lrep_MW416,30,75,85,NA,5.2,1.1
MW_lrep_MW416,75,100,54,NA,4.9,NA
MW_lrep_MW416,100,140,59,NA,4.9,NA
MW_lrep_MW417,0,15,NA,NA,NA,NA
MW_lrep_MW417,15,60,NA,NA,NA,NA
MW_lrep_MW417,60,100,NA,NA,NA,NA
MW_lrep_MW417,100,120,NA,NA,NA,NA
MW_lrep_MW418,0,10,NA,NA,NA,NA
MW_lrep_MW418,10,60,NA,NA,NA,NA
MW_lrep_MW418,60,90,NA,NA,NA,NA
MW_lrep_MW418,90,100,NA,NA,NA,NA
MW_lrep_MW419,0,10,NA,NA,NA,NA
MW_lrep_MW419,10,30,NA,NA,NA,NA
MW_lrep_MW419,30,50,NA,NA,NA,NA
MW_lrep_MW419,50,100,NA,NA,NA,NA
MW_lrep_MW42,0,2,NA,NA,NA,NA
MW_lrep_MW42,2,20,NA,NA,NA,NA
MW_lrep_MW42,20,100,NA,NA,NA,NA
MW_lrep_MW42,100,110,NA,NA,NA,NA
MW_lrep_MW420,0,20,84,NA,4.8,4.2
MW_lrep_MW420,20,35,57,NA,4.7,3
MW_lrep_MW420,35,50,64,NA,4.8,0.9
MW_lrep_MW420,50,180,71,NA,4.8,NA
MW_lrep_MW421,0,5,73,NA,4.2,14.1
MW_lrep_MW421,5,45,57,NA,4.3,2.6
MW_lrep_MW421,45,130,68,NA,4.8,NA
MW_lrep_MW422,0,10,NA,NA,NA,NA
MW_lrep_MW422,10,30,NA,NA,NA,NA
MW_lrep_MW422,30,70,NA,NA,NA,NA
MW_lrep_MW422,70,130,NA,NA,NA,NA
MW_lrep_MW422,130,140,NA,NA,NA,NA
MW_lrep_MW423,0,10,78,NA,5.6,11.3
MW_lrep_MW423,10,30,76,NA,5,5
MW_lrep_MW423,30,50,64,NA,5.4,2.1
MW_lrep_MW424,0,10,NA,NA,NA,NA
MW_lrep_MW424,10,35,NA,NA,NA,NA
MW_lrep_MW424,35,50,NA,NA,NA,NA
MW_lrep_MW424,50,60,NA,NA,NA,NA
MW_lrep_MW425,0,30,NA,NA,NA,NA
MW_lrep_MW425,30,90,NA,NA,NA,NA
MW_lrep_MW425,90,120,NA,NA,NA,NA
MW_lrep_MW426,0,15,NA,NA,NA,NA
MW_lrep_MW426,15,60,NA,NA,NA,NA
MW_lrep_MW426,60,70,NA,NA,NA,NA
MW_lrep_MW427,0,20,78,NA,5.2,6.4
MW_lrep_MW427,20,100,53,NA,5.6,3
MW_lrep_MW427,100,125,NA,NA,NA,NA
MW_lrep_MW427,125,140,67,NA,5.7,NA
MW_lrep_MW428,0,20,NA,NA,NA,NA
MW_lrep_MW428,20,40,NA,NA,NA,NA
MW_lrep_MW428,40,60,NA,NA,NA,NA
MW_lrep_MW428,60,90,NA,NA,NA,NA
MW_lrep_MW429,0,15,NA,NA,NA,NA
MW_lrep_MW429,15,25,NA,NA,NA,NA
MW_lrep_MW429,25,40,NA,NA,NA,NA
MW_lrep_MW429,40,80,NA,NA,NA,NA
MW_lrep_MW43,0,20,NA,NA,NA,NA
MW_lrep_MW43,20,50,NA,NA,NA,NA
MW_lrep_MW43,50,60,NA,NA,NA,NA
MW_lrep_MW430,0,30,84,NA,5.2,2.5
MW_lrep_MW430,30,50,74,NA,5,1.1
MW_lrep_MW430,50,160,46,NA,5.2,NA
MW_lrep_MW431,0,15,82,NA,5.2,5.7
MW_lrep_MW431,15,35,83,NA,5.2,3.2
MW_lrep_MW431,35,60,49,NA,5,2.2
MW_lrep_MW431,60,75,NA,NA,NA,NA
MW_lrep_MW431,75,130,38,NA,5.3,NA
MW_lrep_MW432,0,15,NA,NA,NA,NA
MW_lrep_MW432,15,60,NA,NA,NA,NA
MW_lrep_MW432,60,95,NA,NA,NA,NA
MW_lrep_MW432,95,105,NA,NA,NA,NA
MW_lrep_MW433,0,15,NA,NA,NA,NA
MW_lrep_MW433,15,45,NA,NA,NA,NA
MW_lrep_MW433,45,75,NA,NA,NA,NA
MW_lrep_MW433,75,105,NA,NA,NA,NA
MW_lrep_MW434,0,8,NA,NA,NA,NA
MW_lrep_MW434,8,30,NA,NA,NA,NA
MW_lrep_MW434,30,65,NA,NA,NA,NA
MW_lrep_MW435,0,10,NA,NA,NA,NA
MW_lrep_MW435,10,40,NA,NA,NA,NA
MW_lrep_MW435,40,70,NA,NA,NA,NA
MW_lrep_MW435,70,140,NA,NA,NA,NA
MW_lrep_MW435,140,150,NA,NA,NA,NA
MW_lrep_MW436,0,5,NA,NA,NA,NA
MW_lrep_MW436,5,25,NA,NA,NA,NA
MW_lrep_MW436,25,40,NA,NA,NA,NA
MW_lrep_MW436,40,70,NA,NA,NA,NA
MW_lrep_MW436,70,100,NA,NA,NA,NA
MW_lrep_MW437,0,15,NA,NA,NA,NA
MW_lrep_MW437,15,30,NA,NA,NA,NA
MW_lrep_MW437,30,50,NA,NA,NA,NA
MW_lrep_MW437,50,60,NA,NA,NA,NA
MW_lrep_MW438,0,20,NA,NA,NA,NA
MW_lrep_MW438,20,60,NA,NA,NA,NA
MW_lrep_MW438,60,100,NA,NA,NA,NA
MW_lrep_MW438,100,140,NA,NA,NA,NA
MW_lrep_MW439,0,10,NA,NA,NA,NA
MW_lrep_MW439,10,20,NA,NA,NA,NA
